,year,pct,arstmade,arstoffn,offense,age,sex,race,frisked,searched,datestop,timestop,Arrest,Frisk,Search,Male,Female,Asian,Black,Native,Hispanic,White,OthrRace
2616,2015,67,Y,BURGLARY,larceny,13,M,B,Y,N,5182015,240,1,1,0,1,0,0,1,0,0,0,0
2694,2015,70,Y,BURGLARY,larceny,46,M,B,Y,N,12312015,230,1,1,0,1,0,0,1,0,0,0,0
2871,2015,75,Y,BURGLARY,larceny,42,M,Q,Y,Y,12132015,1412,1,1,1,1,0,0,0,0,1,0,0
2918,2015,78,Y,BURGLARY,larceny,18,M,B,N,N,5282015,310,1,0,0,1,0,0,1,0,0,0,0
2981,2015,79,Y,BURGLARY,larceny,20,M,B,Y,N,12292015,1845,1,1,0,1,0,0,1,0,0,0,0
2987,2015,81,Y,BURGLARY,larceny,25,M,B,Y,N,8112015,234,1,1,0,1,0,0,1,0,0,0,0
3050,2015,83,Y,BURGLARY,larceny,35,M,B,Y,N,10262015,950,1,1,0,1,0,0,1,0,0,0,0
3078,2015,84,Y,BURGLARY,larceny,57,M,B,Y,Y,10192015,457,1,1,1,1,0,0,1,0,0,0,0
3201,2015,102,Y,BURGLARY,larceny,39,M,A,Y,Y,1102015,1600,1,1,1,1,0,1,0,0,0,0,0
3202,2015,102,Y,BURGLARY,larceny,30,M,A,Y,Y,1102015,1800,1,1,1,1,0,1,0,0,0,0,0
3203,2015,102,Y,BURGLARY,larceny,33,M,A,Y,Y,1102015,1800,1,1,1,1,0,1,0,0,0,0,0
3204,2015,102,Y,BURGLARY,larceny,36,M,A,Y,Y,1102015,1800,1,1,1,1,0,1,0,0,0,0,0
3275,2015,104,Y,BURGLARY,larceny,51,M,B,Y,N,1122015,1220,1,1,0,1,0,0,1,0,0,0,0
3276,2015,104,Y,BURGLARY,larceny,53,M,B,Y,N,1122015,1220,1,1,0,1,0,0,1,0,0,0,0
3368,2015,105,Y,BURGLARY,larceny,27,M,Q,Y,Y,7232015,1020,1,1,1,1,0,0,0,0,1,0,0
3426,2015,106,Y,BURGLARY,larceny,25,M,B,Y,N,2212015,440,1,1,0,1,0,0,1,0,0,0,0
3444,2015,106,Y,BURGLARY,larceny,50,M,W,N,N,3252015,1145,1,0,0,1,0,0,0,0,0,1,0
3458,2015,106,Y,BURGLARY,larceny,14,M,B,Y,N,5062015,1425,1,1,0,1,0,0,1,0,0,0,0
3459,2015,106,Y,BURGLARY,larceny,17,M,B,Y,N,5062015,1425,1,1,0,1,0,0,1,0,0,0,0
3472,2015,106,Y,BURGLARY,larceny,17,M,A,Y,N,6052015,1139,1,1,0,1,0,1,0,0,0,0,0
3473,2015,106,Y,BURGLARY,larceny,22,M,B,Y,Y,6052015,1139,1,1,1,1,0,0,1,0,0,0,0
3474,2015,106,Y,BURGLARY,larceny,22,M,Q,Y,N,6052015,1139,1,1,0,1,0,0,0,0,1,0,0
3534,2015,106,Y,BURGLARY,larceny,21,M,W,Y,Y,12172015,440,1,1,1,1,0,0,0,0,0,1,0
3570,2015,107,Y,BURGLARY,larceny,38,M,B,Y,Y,7222015,1240,1,1,1,1,0,0,1,0,0,0,0
3616,2015,109,Y,BURGLARY,larceny,22,F,Q,Y,Y,7012015,220,1,1,1,0,1,0,0,0,1,0,0
3617,2015,109,Y,BURGLARY,larceny,25,M,B,Y,Y,7012015,220,1,1,1,1,0,0,1,0,0,0,0
3640,2015,110,Y,BURGLARY,larceny,55,M,W,Y,N,3242015,2135,1,1,0,1,0,0,0,0,0,1,0
3760,2015,114,Y,BURGLARY,larceny,42,M,Q,Y,Y,4292015,1605,1,1,1,1,0,0,0,0,1,0,0
3766,2015,114,Y,BURGLARY,larceny,31,M,W,Y,N,5212015,2350,1,1,0,1,0,0,0,0,0,1,0
3786,2015,114,Y,BURGLARY,larceny,22,M,B,N,N,9192015,1729,1,0,0,1,0,0,1,0,0,0,0
3787,2015,114,Y,BURGLARY,larceny,21,M,B,N,N,9192015,1729,1,0,0,1,0,0,1,0,0,0,0
3964,2015,123,Y,BURGLARY,larceny,45,M,W,Y,N,10202015,1550,1,1,0,1,0,0,0,0,0,1,0
3419,2015,106,Y,BURGLARY6,larceny,18,M,B,Y,Y,1242015,1640,1,1,1,1,0,0,1,0,0,0,0
1876,2015,44,Y,C.P.C.S.,contraband,24,M,Q,Y,N,3062015,1725,1,1,0,1,0,0,0,0,1,0,0
1858,2015,44,Y,C.P.M.,contraband,19,M,B,N,N,2062015,1950,1,0,0,1,0,0,1,0,0,0,0
1859,2015,44,Y,C.P.M.,contraband,20,M,B,N,N,2062015,1950,1,0,0,1,0,0,1,0,0,0,0
1877,2015,44,Y,C.T.,other,17,M,Q,N,N,3062015,1750,1,0,0,1,0,0,0,0,1,0,0
1878,2015,44,Y,C.T.,other,19,M,Q,N,N,3062015,1750,1,0,0,1,0,0,0,0,1,0,0
1879,2015,44,Y,C.T.,other,19,M,Q,N,N,3062015,1750,1,0,0,1,0,0,0,0,1,0,0
590,2015,24,Y,C.T./UPM,other,54,M,B,N,N,11042015,1320,1,0,0,1,0,0,1,0,0,0,0
1208,2015,40,Y,C/T,other,46,M,P,Y,Y,8142015,1205,1,1,1,1,0,0,0,0,1,0,0
488,2015,20,Y,CIMINAL POSSESSION WEAPON,contraband,25,M,B,Y,Y,2282015,1400,1,1,1,1,0,0,1,0,0,0,0
46,2015,7,Y,CPCS,contraband,15,M,Q,Y,Y,5032015,258,1,1,1,1,0,0,0,0,1,0,0
59,2015,7,Y,CPCS,contraband,32,M,Q,Y,Y,11052015,900,1,1,1,1,0,0,0,0,1,0,0
70,2015,9,Y,CPCS,contraband,36,M,Q,Y,Y,1162015,1440,1,1,1,1,0,0,0,0,1,0,0
74,2015,9,Y,CPCS,contraband,42,M,Q,Y,Y,1222015,100,1,1,1,1,0,0,0,0,1,0,0
75,2015,9,Y,CPCS,contraband,22,M,Q,Y,N,1222015,2000,1,1,0,1,0,0,0,0,1,0,0
80,2015,9,Y,CPCS,contraband,33,M,Q,Y,N,1242015,2040,1,1,0,1,0,0,0,0,1,0,0
88,2015,9,Y,CPCS,contraband,30,M,Q,Y,Y,2182015,2210,1,1,1,1,0,0,0,0,1,0,0
91,2015,9,Y,CPCS,contraband,25,M,W,Y,Y,2222015,310,1,1,1,1,0,0,0,0,0,1,0
92,2015,9,Y,CPCS,contraband,25,M,W,Y,Y,2222015,310,1,1,1,1,0,0,0,0,0,1,0
105,2015,9,Y,CPCS,contraband,55,M,P,Y,Y,3142015,1830,1,1,1,1,0,0,0,0,1,0,0
152,2015,9,Y,CPCS,contraband,18,M,P,Y,N,9162015,2356,1,1,0,1,0,0,0,0,1,0,0
160,2015,10,Y,CPCS,contraband,19,M,B,Y,Y,2192015,1930,1,1,1,1,0,0,1,0,0,0,0
640,2015,25,Y,CPCS,contraband,18,M,B,Y,Y,3182015,2115,1,1,1,1,0,0,1,0,0,0,0
734,2015,26,Y,CPCS,contraband,43,M,W,Y,N,3212015,2020,1,1,0,1,0,0,0,0,0,1,0
793,2015,32,Y,CPCS,contraband,59,F,B,N,N,1222015,1510,1,0,0,0,1,0,1,0,0,0,0
840,2015,32,Y,CPCS,contraband,45,M,B,Y,Y,6112015,2340,1,1,1,1,0,0,1,0,0,0,0
917,2015,40,Y,CPCS,contraband,54,M,B,Y,N,2162015,1815,1,1,0,1,0,0,1,0,0,0,0
924,2015,40,Y,CPCS,contraband,53,M,B,Y,Y,2182015,1755,1,1,1,1,0,0,1,0,0,0,0
931,2015,40,Y,CPCS,contraband,59,M,Q,Y,N,2202015,52,1,1,0,1,0,0,0,0,1,0,0
937,2015,40,Y,CPCS,contraband,46,M,B,Y,Y,2212015,120,1,1,1,1,0,0,1,0,0,0,0
944,2015,40,Y,CPCS,contraband,52,M,B,N,Y,2272015,2350,1,0,1,1,0,0,1,0,0,0,0
947,2015,40,Y,CPCS,contraband,58,M,B,N,Y,2282015,2115,1,0,1,1,0,0,1,0,0,0,0
948,2015,40,Y,CPCS,contraband,30,M,U,N,N,3012015,135,1,0,0,1,0,0,0,0,0,0,0
969,2015,40,Y,CPCS,contraband,46,M,W,N,N,3112015,2350,1,0,0,1,0,0,0,0,0,1,0
973,2015,40,Y,CPCS,contraband,28,M,Q,Y,N,3142015,2300,1,1,0,1,0,0,0,0,1,0,0
1058,2015,40,Y,CPCS,contraband,39,M,Q,Y,Y,5132015,1850,1,1,1,1,0,0,0,0,1,0,0
1075,2015,40,Y,CPCS,contraband,33,M,P,Y,Y,5272015,1735,1,1,1,1,0,0,0,0,1,0,0
1081,2015,40,Y,CPCS,contraband,24,M,B,Y,N,6052015,2025,1,1,0,1,0,0,1,0,0,0,0
1111,2015,40,Y,CPCS,contraband,38,M,Q,N,Y,6232015,1423,1,0,1,1,0,0,0,0,1,0,0
1122,2015,40,Y,CPCS,contraband,32,M,B,Y,Y,7022015,2125,1,1,1,1,0,0,1,0,0,0,0
1157,2015,40,Y,CPCS,contraband,42,M,W,Y,N,7222015,2150,1,1,0,1,0,0,0,0,0,1,0
1163,2015,40,Y,CPCS,contraband,56,M,Z,Y,Y,7312015,50,1,1,1,1,0,0,0,0,0,0,1
1175,2015,40,Y,CPCS,contraband,29,M,P,Y,Y,8052015,1340,1,1,1,1,0,0,0,0,1,0,0
1190,2015,40,Y,CPCS,contraband,39,M,Q,Y,Y,8112015,1255,1,1,1,1,0,0,0,0,1,0,0
1222,2015,40,Y,CPCS,contraband,58,M,B,Y,Y,8222015,20,1,1,1,1,0,0,1,0,0,0,0
1223,2015,40,Y,CPCS,contraband,46,M,Q,Y,Y,8222015,20,1,1,1,1,0,0,0,0,1,0,0
1282,2015,40,Y,CPCS,contraband,41,M,Q,N,Y,9212015,2110,1,0,1,1,0,0,0,0,1,0,0
1309,2015,40,Y,CPCS,contraband,47,F,B,Y,N,10042015,2040,1,1,0,0,1,0,1,0,0,0,0
1341,2015,40,Y,CPCS,contraband,39,F,B,Y,N,10242015,2030,1,1,0,0,1,0,1,0,0,0,0
1364,2015,40,Y,CPCS,contraband,31,M,P,Y,Y,11112015,53,1,1,1,1,0,0,0,0,1,0,0
1392,2015,40,Y,CPCS,contraband,34,M,B,Y,Y,12052015,20,1,1,1,1,0,0,1,0,0,0,0
1400,2015,40,Y,CPCS,contraband,21,M,Q,Y,Y,12072015,1935,1,1,1,1,0,0,0,0,1,0,0
1404,2015,40,Y,CPCS,contraband,38,F,W,Y,Y,12082015,2228,1,1,1,0,1,0,0,0,0,1,0
1432,2015,41,Y,CPCS,contraband,31,M,B,Y,Y,2212015,2050,1,1,1,1,0,0,1,0,0,0,0
1451,2015,41,Y,CPCS,contraband,37,M,B,Y,N,6142015,2140,1,1,0,1,0,0,1,0,0,0,0
1510,2015,42,Y,CPCS,contraband,26,M,B,Y,N,2222015,2102,1,1,0,1,0,0,1,0,0,0,0
1560,2015,42,Y,CPCS,contraband,18,M,B,Y,Y,9082015,2135,1,1,1,1,0,0,1,0,0,0,0
1603,2015,42,Y,CPCS,contraband,16,M,B,Y,Y,10152015,1830,1,1,1,1,0,0,1,0,0,0,0
1614,2015,42,Y,CPCS,contraband,42,M,B,Y,Y,11062015,2030,1,1,1,1,0,0,1,0,0,0,0
1622,2015,42,Y,CPCS,contraband,55,M,B,Y,Y,11232015,2015,1,1,1,1,0,0,1,0,0,0,0
1626,2015,42,Y,CPCS,contraband,50,M,A,Y,Y,11262015,210,1,1,1,1,0,1,0,0,0,0,0
1631,2015,42,Y,CPCS,contraband,25,M,B,Y,Y,11302015,2155,1,1,1,1,0,0,1,0,0,0,0
1633,2015,42,Y,CPCS,contraband,25,M,P,Y,Y,11302015,2158,1,1,1,1,0,0,0,0,1,0,0
1673,2015,43,Y,CPCS,contraband,29,M,Z,N,N,1172015,2015,1,0,0,1,0,0,0,0,0,0,1
1680,2015,43,Y,CPCS,contraband,53,M,B,N,N,1202015,2045,1,0,0,1,0,0,1,0,0,0,0
1689,2015,43,Y,CPCS,contraband,36,M,B,Y,Y,1242015,2035,1,1,1,1,0,0,1,0,0,0,0
1697,2015,43,Y,CPCS,contraband,45,M,Q,Y,Y,2032015,1515,1,1,1,1,0,0,0,0,1,0,0
1799,2015,43,Y,CPCS,contraband,21,M,Q,N,N,7012015,1520,1,0,0,1,0,0,0,0,1,0,0
1803,2015,43,Y,CPCS,contraband,21,M,Q,Y,Y,7102015,2020,1,1,1,1,0,0,0,0,1,0,0
1819,2015,43,Y,CPCS,contraband,23,M,Q,N,N,9032015,2115,1,0,0,1,0,0,0,0,1,0,0
1830,2015,43,Y,CPCS,contraband,19,M,B,Y,Y,11242015,1950,1,1,1,1,0,0,1,0,0,0,0
1838,2015,43,Y,CPCS,contraband,24,M,Q,Y,Y,12192015,2000,1,1,1,1,0,0,0,0,1,0,0
1855,2015,44,Y,CPCS,contraband,24,M,Q,Y,N,1302015,2040,1,1,0,1,0,0,0,0,1,0,0
1903,2015,45,Y,CPCS,contraband,31,M,W,Y,Y,1102015,2005,1,1,1,1,0,0,0,0,0,1,0
1912,2015,45,Y,CPCS,contraband,25,M,P,Y,Y,3072015,1948,1,1,1,1,0,0,0,0,1,0,0
1923,2015,45,Y,CPCS,contraband,19,M,Q,Y,Y,8112015,2305,1,1,1,1,0,0,0,0,1,0,0
1926,2015,45,Y,CPCS,contraband,27,M,P,N,N,9202015,1915,1,0,0,1,0,0,0,0,1,0,0
1932,2015,46,Y,CPCS,contraband,38,M,B,Y,Y,1212015,2319,1,1,1,1,0,0,1,0,0,0,0
1955,2015,46,Y,CPCS,contraband,39,M,W,Y,Y,12092015,2030,1,1,1,1,0,0,0,0,0,1,0
2000,2015,47,Y,CPCS,contraband,28,M,B,Y,Y,4132015,2250,1,1,1,1,0,0,1,0,0,0,0
2053,2015,47,Y,CPCS,contraband,42,M,B,Y,Y,5162015,45,1,1,1,1,0,0,1,0,0,0,0
2151,2015,47,Y,CPCS,contraband,18,M,Q,Y,Y,10132015,1700,1,1,1,1,0,0,0,0,1,0,0
2154,2015,47,Y,CPCS,contraband,32,M,B,Y,N,11062015,10,1,1,0,1,0,0,1,0,0,0,0
2165,2015,47,Y,CPCS,contraband,55,M,B,Y,Y,12032015,1030,1,1,1,1,0,0,1,0,0,0,0
2174,2015,48,Y,CPCS,contraband,21,M,Q,Y,Y,6052015,2240,1,1,1,1,0,0,0,0,1,0,0
2175,2015,48,Y,CPCS,contraband,21,M,W,Y,Y,6082015,2240,1,1,1,1,0,0,0,0,0,1,0
2177,2015,48,Y,CPCS,contraband,57,M,B,N,Y,6292015,1238,1,0,1,1,0,0,1,0,0,0,0
2180,2015,48,Y,CPCS,contraband,34,M,B,Y,N,8272015,2305,1,1,0,1,0,0,1,0,0,0,0
2184,2015,48,Y,CPCS,contraband,46,M,B,Y,N,12012015,1640,1,1,0,1,0,0,1,0,0,0,0
2191,2015,48,Y,CPCS,contraband,24,M,Q,N,N,12222015,1940,1,0,0,1,0,0,0,0,1,0,0
2200,2015,49,Y,CPCS,contraband,43,M,P,Y,Y,3122015,1335,1,1,1,1,0,0,0,0,1,0,0
2222,2015,49,Y,CPCS,contraband,25,M,P,Y,N,8282015,2250,1,1,0,1,0,0,0,0,1,0,0
2223,2015,49,Y,CPCS,contraband,32,M,P,Y,N,9012015,1810,1,1,0,1,0,0,0,0,1,0,0
2230,2015,49,Y,CPCS,contraband,49,F,P,Y,Y,9052015,1942,1,1,1,0,1,0,0,0,1,0,0
2236,2015,49,Y,CPCS,contraband,27,M,Q,Y,Y,9182015,130,1,1,1,1,0,0,0,0,1,0,0
2245,2015,49,Y,CPCS,contraband,22,M,P,Y,N,10122015,130,1,1,0,1,0,0,0,0,1,0,0
2253,2015,49,Y,CPCS,contraband,27,M,Q,Y,Y,10272015,2330,1,1,1,1,0,0,0,0,1,0,0
2256,2015,49,Y,CPCS,contraband,21,M,B,Y,Y,11042015,1715,1,1,1,1,0,0,1,0,0,0,0
2261,2015,49,Y,CPCS,contraband,16,M,Q,Y,Y,11082015,1830,1,1,1,1,0,0,0,0,1,0,0
2266,2015,49,Y,CPCS,contraband,37,M,P,Y,N,11132015,130,1,1,0,1,0,0,0,0,1,0,0
2280,2015,49,Y,CPCS,contraband,50,M,W,Y,Y,11272015,50,1,1,1,1,0,0,0,0,0,1,0
2296,2015,49,Y,CPCS,contraband,25,M,B,Y,Y,12272015,1738,1,1,1,1,0,0,1,0,0,0,0
2303,2015,50,Y,CPCS,contraband,19,F,B,N,N,9052015,30,1,0,0,0,1,0,1,0,0,0,0
2304,2015,50,Y,CPCS,contraband,19,M,B,Y,N,9052015,30,1,1,0,1,0,0,1,0,0,0,0
2315,2015,52,Y,CPCS,contraband,22,M,Q,Y,N,3042015,2030,1,1,0,1,0,0,0,0,1,0,0
2316,2015,52,Y,CPCS,contraband,20,M,Q,Y,N,3042015,2030,1,1,0,1,0,0,0,0,1,0,0
2328,2015,52,Y,CPCS,contraband,23,M,P,N,Y,12012015,2345,1,0,1,1,0,0,0,0,1,0,0
2334,2015,60,Y,CPCS,contraband,46,M,B,Y,Y,3082015,910,1,1,1,1,0,0,1,0,0,0,0
2358,2015,60,Y,CPCS,contraband,53,M,B,N,N,7012015,1257,1,0,0,1,0,0,1,0,0,0,0
2360,2015,60,Y,CPCS,contraband,36,M,W,Y,N,7232015,133,1,1,0,1,0,0,0,0,0,1,0
2389,2015,60,Y,CPCS,contraband,61,M,B,N,N,11112015,1145,1,0,0,1,0,0,1,0,0,0,0
2436,2015,61,Y,CPCS,contraband,20,M,B,Y,N,6042015,2125,1,1,0,1,0,0,1,0,0,0,0
2437,2015,61,Y,CPCS,contraband,58,M,B,Y,N,6042015,2125,1,1,0,1,0,0,1,0,0,0,0
2472,2015,62,Y,CPCS,contraband,39,M,B,Y,N,8052015,1418,1,1,0,1,0,0,1,0,0,0,0
2535,2015,66,Y,CPCS,contraband,35,M,W,Y,Y,6062015,214,1,1,1,1,0,0,0,0,0,1,0
2537,2015,66,Y,CPCS,contraband,31,M,Q,Y,Y,6182015,220,1,1,1,1,0,0,0,0,1,0,0
2538,2015,66,Y,CPCS,contraband,27,M,Q,Y,Y,6182015,220,1,1,1,1,0,0,0,0,1,0,0
2545,2015,66,Y,CPCS,contraband,49,M,W,Y,Y,7162015,1445,1,1,1,1,0,0,0,0,0,1,0
2549,2015,66,Y,CPCS,contraband,24,M,P,Y,Y,7172015,1945,1,1,1,1,0,0,0,0,1,0,0
2573,2015,66,Y,CPCS,contraband,55,F,W,N,N,9232015,2211,1,0,0,0,1,0,0,0,0,1,0
2594,2015,66,Y,CPCS,contraband,38,M,W,Y,Y,12262015,2135,1,1,1,1,0,0,0,0,0,1,0
2681,2015,70,Y,CPCS,contraband,30,F,B,Y,Y,6192015,157,1,1,1,0,1,0,1,0,0,0,0
2750,2015,73,Y,CPCS,contraband,41,M,Z,Y,N,1312015,1840,1,1,0,1,0,0,0,0,0,0,1
2763,2015,73,Y,CPCS,contraband,31,M,B,Y,Y,3262015,1730,1,1,1,1,0,0,1,0,0,0,0
2765,2015,73,Y,CPCS,contraband,34,M,B,Y,Y,4032015,915,1,1,1,1,0,0,1,0,0,0,0
2921,2015,78,Y,CPCS,contraband,58,M,B,N,Y,11012015,1920,1,0,1,1,0,0,1,0,0,0,0
2924,2015,79,Y,CPCS,contraband,57,M,P,Y,N,1092015,1850,1,1,0,1,0,0,0,0,1,0,0
2927,2015,79,Y,CPCS,contraband,69,M,Q,Y,N,1282015,1340,1,1,0,1,0,0,0,0,1,0,0
3007,2015,83,Y,CPCS,contraband,37,M,W,N,N,1272015,2000,1,0,0,1,0,0,0,0,0,1,0
3008,2015,83,Y,CPCS,contraband,37,M,Z,N,N,1272015,2000,1,0,0,1,0,0,0,0,0,0,1
3022,2015,83,Y,CPCS,contraband,56,M,B,Y,N,2142015,2030,1,1,0,1,0,0,1,0,0,0,0
3037,2015,83,Y,CPCS,contraband,23,M,Q,Y,N,5132015,655,1,1,0,1,0,0,0,0,1,0,0
3075,2015,84,Y,CPCS,contraband,54,M,B,Y,Y,9022015,452,1,1,1,1,0,0,1,0,0,0,0
3159,2015,100,Y,CPCS,contraband,26,M,W,N,N,8012015,1657,1,0,0,1,0,0,0,0,0,1,0
3185,2015,101,Y,CPCS,contraband,24,M,B,Y,N,7252015,2100,1,1,0,1,0,0,1,0,0,0,0
3186,2015,101,Y,CPCS,contraband,40,M,B,Y,N,7252015,2100,1,1,0,1,0,0,1,0,0,0,0
3259,2015,102,Y,CPCS,contraband,49,M,Q,Y,N,11102015,2050,1,1,0,1,0,0,0,0,1,0,0
3266,2015,103,Y,CPCS,contraband,26,M,B,Y,Y,7072015,2005,1,1,1,1,0,0,1,0,0,0,0
3340,2015,105,Y,CPCS,contraband,32,M,B,Y,N,3182015,350,1,1,0,1,0,0,1,0,0,0,0
3400,2015,105,Y,CPCS,contraband,36,M,W,Y,Y,11132015,1340,1,1,1,1,0,0,0,0,0,1,0
3403,2015,105,Y,CPCS,contraband,46,M,B,Y,N,11142015,2255,1,1,0,1,0,0,1,0,0,0,0
3425,2015,106,Y,CPCS,contraband,26,M,B,Y,N,2112015,215,1,1,0,1,0,0,1,0,0,0,0
3434,2015,106,Y,CPCS,contraband,19,M,Q,N,N,3112015,1515,1,0,0,1,0,0,0,0,1,0,0
3435,2015,106,Y,CPCS,contraband,23,M,W,N,N,3112015,1515,1,0,0,1,0,0,0,0,0,1,0
3438,2015,106,Y,CPCS,contraband,25,M,W,Y,N,3182015,2145,1,1,0,1,0,0,0,0,0,1,0
3439,2015,106,Y,CPCS,contraband,44,M,W,Y,N,3182015,2145,1,1,0,1,0,0,0,0,0,1,0
3445,2015,106,Y,CPCS,contraband,31,M,W,N,N,3302015,1140,1,0,0,1,0,0,0,0,0,1,0
3496,2015,106,Y,CPCS,contraband,30,M,B,Y,N,8162015,57,1,1,0,1,0,0,1,0,0,0,0
3497,2015,106,Y,CPCS,contraband,25,M,B,Y,N,8162015,57,1,1,0,1,0,0,1,0,0,0,0
3553,2015,107,Y,CPCS,contraband,51,M,B,Y,Y,5142015,1755,1,1,1,1,0,0,1,0,0,0,0
3565,2015,107,Y,CPCS,contraband,40,M,Q,Y,N,6242015,200,1,1,0,1,0,0,0,0,1,0,0
3566,2015,107,Y,CPCS,contraband,22,F,W,N,N,6262015,1320,1,0,0,0,1,0,0,0,0,1,0
3567,2015,107,Y,CPCS,contraband,30,M,W,N,N,6262015,1320,1,0,0,1,0,0,0,0,0,1,0
3571,2015,107,Y,CPCS,contraband,21,M,Q,Y,Y,7302015,1250,1,1,1,1,0,0,0,0,1,0,0
3660,2015,110,Y,CPCS,contraband,35,M,Q,Y,Y,8112015,1430,1,1,1,1,0,0,0,0,1,0,0
3663,2015,110,Y,CPCS,contraband,48,M,A,Y,Y,8272015,1250,1,1,1,1,0,1,0,0,0,0,0
3710,2015,111,Y,CPCS,contraband,19,M,W,N,N,8142015,20,1,0,0,1,0,0,0,0,0,1,0
3711,2015,111,Y,CPCS,contraband,19,M,W,N,N,8142015,20,1,0,0,1,0,0,0,0,0,1,0
3746,2015,114,Y,CPCS,contraband,29,M,B,Y,Y,1212015,425,1,1,1,1,0,0,1,0,0,0,0
3782,2015,114,Y,CPCS,contraband,40,M,W,Y,Y,8132015,305,1,1,1,1,0,0,0,0,0,1,0
3783,2015,114,Y,CPCS,contraband,38,M,W,Y,Y,8132015,305,1,1,1,1,0,0,0,0,0,1,0
3784,2015,114,Y,CPCS,contraband,30,M,W,Y,N,8232015,30,1,1,0,1,0,0,0,0,0,1,0
3789,2015,114,Y,CPCS,contraband,30,M,B,N,N,9222015,1235,1,0,0,1,0,0,1,0,0,0,0
3823,2015,115,Y,CPCS,contraband,32,M,Q,Y,N,8042015,710,1,1,0,1,0,0,0,0,1,0,0
3859,2015,120,Y,CPCS,contraband,23,M,B,Y,Y,8162015,2247,1,1,1,1,0,0,1,0,0,0,0
3860,2015,120,Y,CPCS,contraband,25,M,B,Y,Y,8162015,2247,1,1,1,1,0,0,1,0,0,0,0
3861,2015,120,Y,CPCS,contraband,34,M,Q,Y,Y,8162015,2247,1,1,1,1,0,0,0,0,1,0,0
3892,2015,121,Y,CPCS,contraband,25,F,W,N,N,8042015,2130,1,0,0,0,1,0,0,0,0,1,0
3926,2015,122,Y,CPCS,contraband,27,M,W,Y,Y,6132015,2325,1,1,1,1,0,0,0,0,0,1,0
3927,2015,122,Y,CPCS,contraband,50,M,W,Y,Y,7172015,115,1,1,1,1,0,0,0,0,0,1,0
3946,2015,123,Y,CPCS,contraband,32,M,W,N,N,3092015,49,1,0,0,1,0,0,0,0,0,1,0
3960,2015,123,Y,CPCS,contraband,30,M,W,N,Y,9022015,120,1,0,1,1,0,0,0,0,0,1,0
3963,2015,123,Y,CPCS,contraband,40,M,W,Y,N,9252015,1318,1,1,0,1,0,0,0,0,0,1,0
1490,2015,41,Y,CPCS   DIS CON RE,contraband,20,M,Q,Y,Y,10122015,1752,1,1,1,1,0,0,0,0,1,0,0
1091,2015,40,Y,CPCS  CPW,contraband,24,M,B,Y,Y,6102015,1000,1,1,1,1,0,0,1,0,0,0,0
28,2015,5,Y,CPCS 2,contraband,48,M,B,Y,Y,12052015,2030,1,1,1,1,0,0,1,0,0,0,0
2244,2015,49,Y,CPCS 3,contraband,34,M,Q,Y,Y,10112015,1500,1,1,1,1,0,0,0,0,1,0,0
2576,2015,66,Y,CPCS 3  220.16,contraband,32,M,Q,Y,Y,10012015,245,1,1,1,1,0,0,0,0,1,0,0
2550,2015,66,Y,CPCS 3 CPW,contraband,25,M,W,Y,Y,8042015,2212,1,1,1,1,0,0,0,0,0,1,0
1431,2015,41,Y,CPCS 4,contraband,24,M,Q,Y,N,2112015,25,1,1,0,1,0,0,0,0,1,0,0
801,2015,32,Y,CPCS 7,contraband,52,M,B,Y,N,2112015,2120,1,1,0,1,0,0,1,0,0,0,0
914,2015,40,Y,CPCS 7,contraband,31,M,P,Y,Y,2142015,2030,1,1,1,1,0,0,0,0,1,0,0
928,2015,40,Y,CPCS 7,contraband,30,M,Q,N,N,2192015,1927,1,0,0,1,0,0,0,0,1,0,0
1107,2015,40,Y,CPCS 7,contraband,56,M,B,N,N,6202015,2028,1,0,0,1,0,0,1,0,0,0,0
1147,2015,40,Y,CPCS 7,contraband,29,M,B,Y,Y,7162015,1345,1,1,1,1,0,0,1,0,0,0,0
1187,2015,40,Y,CPCS 7,contraband,49,M,Q,Y,Y,8092015,2035,1,1,1,1,0,0,0,0,1,0,0
1205,2015,40,Y,CPCS 7,contraband,48,M,Q,Y,N,8132015,125,1,1,0,1,0,0,0,0,1,0,0
1213,2015,40,Y,CPCS 7,contraband,48,M,Z,Y,Y,8152015,2240,1,1,1,1,0,0,0,0,0,0,1
1218,2015,40,Y,CPCS 7,contraband,49,M,Q,Y,Y,8182015,2125,1,1,1,1,0,0,0,0,1,0,0
1238,2015,40,Y,CPCS 7,contraband,56,M,B,Y,Y,8262015,2330,1,1,1,1,0,0,1,0,0,0,0
1294,2015,40,Y,CPCS 7,contraband,24,M,Q,Y,Y,9282015,2015,1,1,1,1,0,0,0,0,1,0,0
1298,2015,40,Y,CPCS 7,contraband,26,F,Q,Y,Y,9292015,2040,1,1,1,0,1,0,0,0,1,0,0
1316,2015,40,Y,CPCS 7,contraband,51,F,B,Y,Y,10092015,150,1,1,1,0,1,0,1,0,0,0,0
1320,2015,40,Y,CPCS 7,contraband,40,M,B,Y,Y,10112015,1930,1,1,1,1,0,0,1,0,0,0,0
1322,2015,40,Y,CPCS 7,contraband,51,M,Q,Y,N,10122015,5,1,1,0,1,0,0,0,0,1,0,0
1351,2015,40,Y,CPCS 7,contraband,50,M,Q,Y,Y,11012015,2240,1,1,1,1,0,0,0,0,1,0,0
