,year,pct,arstmade,arstoffn,offense,age,sex,race,frisked,searched,datestop,timestop,Arrest,Frisk,Search,Male,Female,Asian,Black,Native,Hispanic,White,OthrRace
637,2015,25,Y,CRIMINAL TRESPASS,other,16,M,B,Y,Y,3172015,2004,1,1,1,1,0,0,1,0,0,0,0
638,2015,25,Y,CRIMINAL TRESPASS,other,45,M,B,Y,Y,3172015,2005,1,1,1,1,0,0,1,0,0,0,0
644,2015,25,Y,CRIMINAL TRESPASS,other,32,M,B,N,Y,4012015,1930,1,0,1,1,0,0,1,0,0,0,0
653,2015,25,Y,CRIMINAL TRESPASS,other,45,F,P,Y,Y,4112015,1915,1,1,1,0,1,0,0,0,1,0,0
738,2015,26,Y,CRIMINAL TRESPASS,other,18,M,B,N,N,5142015,843,1,0,0,1,0,0,1,0,0,0,0
739,2015,26,Y,CRIMINAL TRESPASS,other,18,M,P,N,N,5142015,843,1,0,0,1,0,0,0,0,1,0,0
740,2015,26,Y,CRIMINAL TRESPASS,other,33,M,U,N,N,6302015,420,1,0,0,1,0,0,0,0,0,0,0
742,2015,26,Y,CRIMINAL TRESPASS,other,40,M,Q,Y,Y,7102015,530,1,1,1,1,0,0,0,0,1,0,0
805,2015,32,Y,CRIMINAL TRESPASS,other,22,M,B,Y,Y,2272015,2135,1,1,1,1,0,0,1,0,0,0,0
806,2015,32,Y,CRIMINAL TRESPASS,other,16,F,B,N,N,2282015,1935,1,0,0,0,1,0,1,0,0,0,0
818,2015,32,Y,CRIMINAL TRESPASS,other,16,M,B,N,N,4142015,1750,1,0,0,1,0,0,1,0,0,0,0
827,2015,32,Y,CRIMINAL TRESPASS,other,39,F,B,N,Y,5152015,2231,1,0,1,0,1,0,1,0,0,0,0
828,2015,32,Y,CRIMINAL TRESPASS,other,18,M,B,N,N,5182015,2150,1,0,0,1,0,0,1,0,0,0,0
830,2015,32,Y,CRIMINAL TRESPASS,other,45,M,B,N,N,5222015,1010,1,0,0,1,0,0,1,0,0,0,0
833,2015,32,Y,CRIMINAL TRESPASS,other,21,M,B,Y,Y,5272015,135,1,1,1,1,0,0,1,0,0,0,0
836,2015,32,Y,CRIMINAL TRESPASS,other,47,M,B,N,Y,6022015,1300,1,0,1,1,0,0,1,0,0,0,0
858,2015,32,Y,CRIMINAL TRESPASS,other,40,M,B,N,N,11212015,1432,1,0,0,1,0,0,1,0,0,0,0
887,2015,40,Y,CRIMINAL TRESPASS,other,31,M,Q,Y,N,1082015,1425,1,1,0,1,0,0,0,0,1,0,0
888,2015,40,Y,CRIMINAL TRESPASS,other,51,F,Q,N,Y,1082015,1435,1,0,1,0,1,0,0,0,1,0,0
889,2015,40,Y,CRIMINAL TRESPASS,other,30,M,B,N,N,1082015,1750,1,0,0,1,0,0,1,0,0,0,0
890,2015,40,Y,CRIMINAL TRESPASS,other,22,M,B,N,N,1082015,1750,1,0,0,1,0,0,1,0,0,0,0
891,2015,40,Y,CRIMINAL TRESPASS,other,23,M,B,Y,Y,1092015,132,1,1,1,1,0,0,1,0,0,0,0
892,2015,40,Y,CRIMINAL TRESPASS,other,18,M,B,N,N,1092015,2020,1,0,0,1,0,0,1,0,0,0,0
893,2015,40,Y,CRIMINAL TRESPASS,other,58,M,B,Y,Y,1102015,2025,1,1,1,1,0,0,1,0,0,0,0
895,2015,40,Y,CRIMINAL TRESPASS,other,44,M,Q,N,N,1132015,1420,1,0,0,1,0,0,0,0,1,0,0
911,2015,40,Y,CRIMINAL TRESPASS,other,53,M,Q,Y,N,2012015,1955,1,1,0,1,0,0,0,0,1,0,0
913,2015,40,Y,CRIMINAL TRESPASS,other,42,F,Q,N,N,2122015,2036,1,0,0,0,1,0,0,0,1,0,0
915,2015,40,Y,CRIMINAL TRESPASS,other,36,M,B,Y,Y,2152015,1930,1,1,1,1,0,0,1,0,0,0,0
916,2015,40,Y,CRIMINAL TRESPASS,other,47,M,W,Y,Y,2152015,2245,1,1,1,1,0,0,0,0,0,1,0
922,2015,40,Y,CRIMINAL TRESPASS,other,22,M,B,Y,Y,2172015,2130,1,1,1,1,0,0,1,0,0,0,0
925,2015,40,Y,CRIMINAL TRESPASS,other,42,M,Q,Y,N,2182015,1810,1,1,0,1,0,0,0,0,1,0,0
926,2015,40,Y,CRIMINAL TRESPASS,other,26,F,Q,Y,N,2182015,1930,1,1,0,0,1,0,0,0,1,0,0
943,2015,40,Y,CRIMINAL TRESPASS,other,21,M,B,Y,N,2262015,2100,1,1,0,1,0,0,1,0,0,0,0
983,2015,40,Y,CRIMINAL TRESPASS,other,31,M,Q,Y,N,3182015,1910,1,1,0,1,0,0,0,0,1,0,0
986,2015,40,Y,CRIMINAL TRESPASS,other,59,M,B,Y,Y,3212015,1940,1,1,1,1,0,0,1,0,0,0,0
987,2015,40,Y,CRIMINAL TRESPASS,other,39,M,B,Y,Y,3212015,1940,1,1,1,1,0,0,1,0,0,0,0
993,2015,40,Y,CRIMINAL TRESPASS,other,37,M,Q,Y,N,3222015,2252,1,1,0,1,0,0,0,0,1,0,0
994,2015,40,Y,CRIMINAL TRESPASS,other,33,M,B,N,N,3232015,1823,1,0,0,1,0,0,1,0,0,0,0
1002,2015,40,Y,CRIMINAL TRESPASS,other,28,M,B,N,Y,4012015,2100,1,0,1,1,0,0,1,0,0,0,0
1007,2015,40,Y,CRIMINAL TRESPASS,other,43,F,Q,Y,N,4082015,2010,1,1,0,0,1,0,0,0,1,0,0
1008,2015,40,Y,CRIMINAL TRESPASS,other,24,M,Q,N,N,4092015,40,1,0,0,1,0,0,0,0,1,0,0
1009,2015,40,Y,CRIMINAL TRESPASS,other,57,M,B,N,N,4102015,1320,1,0,0,1,0,0,1,0,0,0,0
1018,2015,40,Y,CRIMINAL TRESPASS,other,50,M,B,Y,Y,4142015,2235,1,1,1,1,0,0,1,0,0,0,0
1019,2015,40,Y,CRIMINAL TRESPASS,other,16,M,B,Y,N,4152015,2016,1,1,0,1,0,0,1,0,0,0,0
1020,2015,40,Y,CRIMINAL TRESPASS,other,185,M,B,Y,N,4152015,2016,1,1,0,1,0,0,1,0,0,0,0
1027,2015,40,Y,CRIMINAL TRESPASS,other,24,M,B,Y,N,4222015,2120,1,1,0,1,0,0,1,0,0,0,0
1028,2015,40,Y,CRIMINAL TRESPASS,other,16,M,P,N,Y,4232015,2242,1,0,1,1,0,0,0,0,1,0,0
1029,2015,40,Y,CRIMINAL TRESPASS,other,18,M,B,Y,N,4232015,2323,1,1,0,1,0,0,1,0,0,0,0
1035,2015,40,Y,CRIMINAL TRESPASS,other,37,F,P,N,N,4272015,200,1,0,0,0,1,0,0,0,1,0,0
1036,2015,40,Y,CRIMINAL TRESPASS,other,25,M,B,N,N,4272015,200,1,0,0,1,0,0,1,0,0,0,0
1039,2015,40,Y,CRIMINAL TRESPASS,other,29,M,B,Y,N,5022015,1913,1,1,0,1,0,0,1,0,0,0,0
1045,2015,40,Y,CRIMINAL TRESPASS,other,56,M,Q,N,N,5062015,2120,1,0,0,1,0,0,0,0,1,0,0
1049,2015,40,Y,CRIMINAL TRESPASS,other,41,M,B,N,N,5072015,2140,1,0,0,1,0,0,1,0,0,0,0
1051,2015,40,Y,CRIMINAL TRESPASS,other,57,M,Q,N,Y,5092015,1922,1,0,1,1,0,0,0,0,1,0,0
1062,2015,40,Y,CRIMINAL TRESPASS,other,30,M,B,N,Y,5172015,2135,1,0,1,1,0,0,1,0,0,0,0
1065,2015,40,Y,CRIMINAL TRESPASS,other,23,M,Q,Y,Y,5212015,104,1,1,1,1,0,0,0,0,1,0,0
1072,2015,40,Y,CRIMINAL TRESPASS,other,16,M,B,Y,Y,5262015,1935,1,1,1,1,0,0,1,0,0,0,0
1086,2015,40,Y,CRIMINAL TRESPASS,other,42,M,P,Y,N,6062015,2331,1,1,0,1,0,0,0,0,1,0,0
1117,2015,40,Y,CRIMINAL TRESPASS,other,55,M,P,Y,Y,7012015,1040,1,1,1,1,0,0,0,0,1,0,0
1118,2015,40,Y,CRIMINAL TRESPASS,other,31,M,P,Y,Y,7012015,1055,1,1,1,1,0,0,0,0,1,0,0
1121,2015,40,Y,CRIMINAL TRESPASS,other,32,M,P,N,Y,7022015,1200,1,0,1,1,0,0,0,0,1,0,0
1131,2015,40,Y,CRIMINAL TRESPASS,other,42,M,Q,Y,Y,7072015,1325,1,1,1,1,0,0,0,0,1,0,0
1132,2015,40,Y,CRIMINAL TRESPASS,other,48,M,Q,Y,Y,7072015,1438,1,1,1,1,0,0,0,0,1,0,0
1137,2015,40,Y,CRIMINAL TRESPASS,other,44,M,B,N,N,7092015,1650,1,0,0,1,0,0,1,0,0,0,0
1141,2015,40,Y,CRIMINAL TRESPASS,other,28,F,Q,N,Y,7132015,934,1,0,1,0,1,0,0,0,1,0,0
1142,2015,40,Y,CRIMINAL TRESPASS,other,34,M,W,Y,Y,7132015,1340,1,1,1,1,0,0,0,0,0,1,0
1143,2015,40,Y,CRIMINAL TRESPASS,other,38,M,B,Y,N,7132015,2050,1,1,0,1,0,0,1,0,0,0,0
1152,2015,40,Y,CRIMINAL TRESPASS,other,30,M,Q,N,Y,7212015,1215,1,0,1,1,0,0,0,0,1,0,0
1156,2015,40,Y,CRIMINAL TRESPASS,other,48,M,B,N,N,7222015,2046,1,0,0,1,0,0,1,0,0,0,0
1159,2015,40,Y,CRIMINAL TRESPASS,other,55,M,Q,Y,Y,7242015,1230,1,1,1,1,0,0,0,0,1,0,0
1191,2015,40,Y,CRIMINAL TRESPASS,other,27,M,P,Y,Y,8112015,1328,1,1,1,1,0,0,0,0,1,0,0
1201,2015,40,Y,CRIMINAL TRESPASS,other,47,M,P,Y,Y,8122015,1339,1,1,1,1,0,0,0,0,1,0,0
1202,2015,40,Y,CRIMINAL TRESPASS,other,28,M,P,Y,Y,8122015,1502,1,1,1,1,0,0,0,0,1,0,0
1212,2015,40,Y,CRIMINAL TRESPASS,other,43,M,Q,Y,Y,8152015,1125,1,1,1,1,0,0,0,0,1,0,0
1246,2015,40,Y,CRIMINAL TRESPASS,other,46,M,Q,Y,Y,9012015,1310,1,1,1,1,0,0,0,0,1,0,0
1250,2015,40,Y,CRIMINAL TRESPASS,other,51,M,Q,Y,Y,9042015,20,1,1,1,1,0,0,0,0,1,0,0
1321,2015,40,Y,CRIMINAL TRESPASS,other,51,M,B,Y,Y,10112015,2255,1,1,1,1,0,0,1,0,0,0,0
1327,2015,40,Y,CRIMINAL TRESPASS,other,51,F,B,Y,Y,10152015,2135,1,1,1,0,1,0,1,0,0,0,0
1328,2015,40,Y,CRIMINAL TRESPASS,other,33,F,B,Y,Y,10152015,2135,1,1,1,0,1,0,1,0,0,0,0
1329,2015,40,Y,CRIMINAL TRESPASS,other,51,F,B,Y,N,10162015,1120,1,1,0,0,1,0,1,0,0,0,0
1335,2015,40,Y,CRIMINAL TRESPASS,other,47,M,B,Y,N,10192015,1955,1,1,0,1,0,0,1,0,0,0,0
1346,2015,40,Y,CRIMINAL TRESPASS,other,40,M,Q,N,N,10292015,1810,1,0,0,1,0,0,0,0,1,0,0
1359,2015,40,Y,CRIMINAL TRESPASS,other,42,M,B,Y,Y,11092015,1915,1,1,1,1,0,0,1,0,0,0,0
1360,2015,40,Y,CRIMINAL TRESPASS,other,30,M,B,Y,Y,11092015,2045,1,1,1,1,0,0,1,0,0,0,0
1365,2015,40,Y,CRIMINAL TRESPASS,other,19,F,Q,N,N,11122015,30,1,0,0,0,1,0,0,0,1,0,0
1373,2015,40,Y,CRIMINAL TRESPASS,other,37,F,B,N,N,11172015,45,1,0,0,0,1,0,1,0,0,0,0
1393,2015,40,Y,CRIMINAL TRESPASS,other,19,M,B,Y,N,12052015,245,1,1,0,1,0,0,1,0,0,0,0
1394,2015,40,Y,CRIMINAL TRESPASS,other,21,M,B,Y,N,12052015,245,1,1,0,1,0,0,1,0,0,0,0
1395,2015,40,Y,CRIMINAL TRESPASS,other,24,M,B,Y,N,12052015,245,1,1,0,1,0,0,1,0,0,0,0
1396,2015,40,Y,CRIMINAL TRESPASS,other,47,M,Q,N,N,12052015,1428,1,0,0,1,0,0,0,0,1,0,0
1398,2015,40,Y,CRIMINAL TRESPASS,other,29,M,B,N,N,12062015,2120,1,0,0,1,0,0,1,0,0,0,0
1407,2015,40,Y,CRIMINAL TRESPASS,other,39,M,B,Y,Y,12122015,310,1,1,1,1,0,0,1,0,0,0,0
1410,2015,40,Y,CRIMINAL TRESPASS,other,48,M,B,Y,Y,12142015,1935,1,1,1,1,0,0,1,0,0,0,0
1412,2015,40,Y,CRIMINAL TRESPASS,other,55,M,B,Y,N,12142015,2215,1,1,0,1,0,0,1,0,0,0,0
1416,2015,40,Y,CRIMINAL TRESPASS,other,21,M,B,N,N,12202015,1945,1,0,0,1,0,0,1,0,0,0,0
1437,2015,41,Y,CRIMINAL TRESPASS,other,55,M,B,Y,N,4042015,28,1,1,0,1,0,0,1,0,0,0,0
1491,2015,41,Y,CRIMINAL TRESPASS,other,25,M,Q,N,Y,10202015,130,1,0,1,1,0,0,0,0,1,0,0
1492,2015,41,Y,CRIMINAL TRESPASS,other,24,M,Q,N,Y,10202015,130,1,0,1,1,0,0,0,0,1,0,0
1526,2015,42,Y,CRIMINAL TRESPASS,other,58,M,B,Y,N,4042015,310,1,1,0,1,0,0,1,0,0,0,0
1527,2015,42,Y,CRIMINAL TRESPASS,other,52,M,B,N,N,4102015,40,1,0,0,1,0,0,1,0,0,0,0
1540,2015,42,Y,CRIMINAL TRESPASS,other,23,F,Z,Y,N,6132015,2109,1,1,0,0,1,0,0,0,0,0,1
1541,2015,42,Y,CRIMINAL TRESPASS,other,30,M,Z,Y,Y,6132015,2109,1,1,1,1,0,0,0,0,0,0,1
1542,2015,42,Y,CRIMINAL TRESPASS,other,21,M,Z,Y,Y,6132015,2109,1,1,1,1,0,0,0,0,0,0,1
1543,2015,42,Y,CRIMINAL TRESPASS,other,17,M,Q,N,N,7032015,2120,1,0,0,1,0,0,0,0,1,0,0
1579,2015,42,Y,CRIMINAL TRESPASS,other,55,M,P,Y,Y,10012015,1920,1,1,1,1,0,0,0,0,1,0,0
1583,2015,42,Y,CRIMINAL TRESPASS,other,18,M,B,N,N,10032015,2315,1,0,0,1,0,0,1,0,0,0,0
1618,2015,42,Y,CRIMINAL TRESPASS,other,21,M,B,Y,N,11102015,2105,1,1,0,1,0,0,1,0,0,0,0
1619,2015,42,Y,CRIMINAL TRESPASS,other,18,M,B,Y,N,11102015,2105,1,1,0,1,0,0,1,0,0,0,0
1620,2015,42,Y,CRIMINAL TRESPASS,other,35,M,B,Y,N,11152015,145,1,1,0,1,0,0,1,0,0,0,0
1647,2015,42,Y,CRIMINAL TRESPASS,other,21,F,P,N,N,12162015,2110,1,0,0,0,1,0,0,0,1,0,0
1660,2015,43,Y,CRIMINAL TRESPASS,other,29,M,B,N,N,1082015,2010,1,0,0,1,0,0,1,0,0,0,0
1662,2015,43,Y,CRIMINAL TRESPASS,other,16,M,B,N,N,1112015,2100,1,0,0,1,0,0,1,0,0,0,0
1663,2015,43,Y,CRIMINAL TRESPASS,other,23,M,Q,N,Y,1132015,2110,1,0,1,1,0,0,0,0,1,0,0
1664,2015,43,Y,CRIMINAL TRESPASS,other,38,M,Q,N,Y,1132015,2110,1,0,1,1,0,0,0,0,1,0,0
1672,2015,43,Y,CRIMINAL TRESPASS,other,27,M,Q,N,N,1172015,1945,1,0,0,1,0,0,0,0,1,0,0
1765,2015,43,Y,CRIMINAL TRESPASS,other,21,M,U,Y,Y,5042015,2110,1,1,1,1,0,0,0,0,0,0,0
1768,2015,43,Y,CRIMINAL TRESPASS,other,48,M,B,N,N,5142015,2345,1,0,0,1,0,0,1,0,0,0,0
1829,2015,43,Y,CRIMINAL TRESPASS,other,22,M,B,N,N,11182015,1440,1,0,0,1,0,0,1,0,0,0,0
2055,2015,47,Y,CRIMINAL TRESPASS,other,39,M,B,Y,Y,5182015,1830,1,1,1,1,0,0,1,0,0,0,0
2228,2015,49,Y,CRIMINAL TRESPASS,other,21,M,B,Y,N,9042015,2023,1,1,0,1,0,0,1,0,0,0,0
2270,2015,49,Y,CRIMINAL TRESPASS,other,18,M,Q,Y,N,11152015,2050,1,1,0,1,0,0,0,0,1,0,0
2336,2015,60,Y,CRIMINAL TRESPASS,other,24,M,W,N,N,4012015,55,1,0,0,1,0,0,0,0,0,1,0
2359,2015,60,Y,CRIMINAL TRESPASS,other,22,M,B,N,N,7162015,1125,1,0,0,1,0,0,1,0,0,0,0
2364,2015,60,Y,CRIMINAL TRESPASS,other,24,M,B,N,N,8022015,1438,1,0,0,1,0,0,1,0,0,0,0
2374,2015,60,Y,CRIMINAL TRESPASS,other,45,M,W,Y,Y,10072015,2307,1,1,1,1,0,0,0,0,0,1,0
2378,2015,60,Y,CRIMINAL TRESPASS,other,30,M,B,N,N,10162015,120,1,0,0,1,0,0,1,0,0,0,0
2379,2015,60,Y,CRIMINAL TRESPASS,other,24,M,B,N,N,10162015,120,1,0,0,1,0,0,1,0,0,0,0
2382,2015,60,Y,CRIMINAL TRESPASS,other,36,M,B,Y,Y,10292015,2215,1,1,1,1,0,0,1,0,0,0,0
2386,2015,60,Y,CRIMINAL TRESPASS,other,25,M,Z,N,N,11102015,1326,1,0,0,1,0,0,0,0,0,0,1
2387,2015,60,Y,CRIMINAL TRESPASS,other,32,M,W,N,N,11102015,1355,1,0,0,1,0,0,0,0,0,1,0
2392,2015,60,Y,CRIMINAL TRESPASS,other,70,M,Q,N,N,11112015,1650,1,0,0,1,0,0,0,0,1,0,0
2394,2015,60,Y,CRIMINAL TRESPASS,other,33,M,Z,N,N,11122015,1545,1,0,0,1,0,0,0,0,0,0,1
2398,2015,60,Y,CRIMINAL TRESPASS,other,20,M,B,N,N,11152015,1120,1,0,0,1,0,0,1,0,0,0,0
2409,2015,60,Y,CRIMINAL TRESPASS,other,29,M,B,Y,N,11212015,2330,1,1,0,1,0,0,1,0,0,0,0
2410,2015,60,Y,CRIMINAL TRESPASS,other,27,M,B,N,Y,11232015,1240,1,0,1,1,0,0,1,0,0,0,0
2415,2015,60,Y,CRIMINAL TRESPASS,other,21,M,B,N,N,11292015,1150,1,0,0,1,0,0,1,0,0,0,0
2416,2015,60,Y,CRIMINAL TRESPASS,other,48,M,Q,N,N,12022015,1325,1,0,0,1,0,0,0,0,1,0,0
2418,2015,60,Y,CRIMINAL TRESPASS,other,17,M,B,N,N,12032015,1310,1,0,0,1,0,0,1,0,0,0,0
2419,2015,60,Y,CRIMINAL TRESPASS,other,26,M,B,N,N,12032015,1310,1,0,0,1,0,0,1,0,0,0,0
2420,2015,60,Y,CRIMINAL TRESPASS,other,20,M,P,N,N,12082015,1610,1,0,0,1,0,0,0,0,1,0,0
2421,2015,60,Y,CRIMINAL TRESPASS,other,20,M,W,N,N,12082015,1610,1,0,0,1,0,0,0,0,0,1,0
2423,2015,60,Y,CRIMINAL TRESPASS,other,44,M,Q,N,Y,12142015,1105,1,0,1,1,0,0,0,0,1,0,0
2425,2015,60,Y,CRIMINAL TRESPASS,other,33,M,B,N,N,12172015,1355,1,0,0,1,0,0,1,0,0,0,0
2426,2015,60,Y,CRIMINAL TRESPASS,other,28,M,B,Y,Y,12192015,1951,1,1,1,1,0,0,1,0,0,0,0
2427,2015,60,Y,CRIMINAL TRESPASS,other,28,M,W,Y,N,12192015,2328,1,1,0,1,0,0,0,0,0,1,0
2428,2015,60,Y,CRIMINAL TRESPASS,other,22,M,W,N,Y,12222015,1330,1,0,1,1,0,0,0,0,0,1,0
2429,2015,60,Y,CRIMINAL TRESPASS,other,47,M,B,N,N,12232015,1550,1,0,0,1,0,0,1,0,0,0,0
2430,2015,61,Y,CRIMINAL TRESPASS,other,37,M,B,Y,N,1252015,1910,1,1,0,1,0,0,1,0,0,0,0
2431,2015,61,Y,CRIMINAL TRESPASS,other,18,F,P,N,N,5112015,2000,1,0,0,0,1,0,0,0,1,0,0
2432,2015,61,Y,CRIMINAL TRESPASS,other,16,F,Q,N,N,5112015,2000,1,0,0,0,1,0,0,0,1,0,0
2433,2015,61,Y,CRIMINAL TRESPASS,other,16,M,B,Y,N,5112015,2000,1,1,0,1,0,0,1,0,0,0,0
2434,2015,61,Y,CRIMINAL TRESPASS,other,18,M,P,N,N,5112015,2000,1,0,0,1,0,0,0,0,1,0,0
2447,2015,61,Y,CRIMINAL TRESPASS,other,20,M,B,Y,Y,11202015,1355,1,1,1,1,0,0,1,0,0,0,0
2448,2015,61,Y,CRIMINAL TRESPASS,other,18,M,Q,N,Y,11212015,1356,1,0,1,1,0,0,0,0,1,0,0
2449,2015,61,Y,CRIMINAL TRESPASS,other,35,M,W,Y,Y,12082015,1220,1,1,1,1,0,0,0,0,0,1,0
2509,2015,66,Y,CRIMINAL TRESPASS,other,35,M,Q,Y,Y,1302015,1330,1,1,1,1,0,0,0,0,1,0,0
2511,2015,66,Y,CRIMINAL TRESPASS,other,16,M,P,Y,Y,2252015,1707,1,1,1,1,0,0,0,0,1,0,0
2618,2015,67,Y,CRIMINAL TRESPASS,other,40,M,B,N,N,6032015,1931,1,0,0,1,0,0,1,0,0,0,0
2766,2015,73,Y,CRIMINAL TRESPASS,other,33,M,B,Y,N,4042015,1948,1,1,0,1,0,0,1,0,0,0,0
2813,2015,75,Y,CRIMINAL TRESPASS,other,46,M,B,N,N,3092015,2240,1,0,0,1,0,0,1,0,0,0,0
2823,2015,75,Y,CRIMINAL TRESPASS,other,41,M,B,N,Y,4242015,1913,1,0,1,1,0,0,1,0,0,0,0
2845,2015,75,Y,CRIMINAL TRESPASS,other,30,M,B,Y,Y,6232015,2130,1,1,1,1,0,0,1,0,0,0,0
2855,2015,75,Y,CRIMINAL TRESPASS,other,41,M,B,Y,Y,7172015,2320,1,1,1,1,0,0,1,0,0,0,0
2858,2015,75,Y,CRIMINAL TRESPASS,other,46,M,Q,N,Y,7192015,2210,1,0,1,1,0,0,0,0,1,0,0
2859,2015,75,Y,CRIMINAL TRESPASS,other,38,M,Q,N,N,7202015,2020,1,0,0,1,0,0,0,0,1,0,0
2863,2015,75,Y,CRIMINAL TRESPASS,other,21,M,B,N,Y,8072015,2150,1,0,1,1,0,0,1,0,0,0,0
2881,2015,76,Y,CRIMINAL TRESPASS,other,49,F,B,N,N,6052015,2345,1,0,0,0,1,0,1,0,0,0,0
2882,2015,76,Y,CRIMINAL TRESPASS,other,51,F,Q,N,Y,6112015,1940,1,0,1,0,1,0,0,0,1,0,0
2883,2015,76,Y,CRIMINAL TRESPASS,other,28,M,B,Y,Y,6262015,2120,1,1,1,1,0,0,1,0,0,0,0
2885,2015,76,Y,CRIMINAL TRESPASS,other,17,F,B,N,Y,7102015,2048,1,0,1,0,1,0,1,0,0,0,0
2886,2015,76,Y,CRIMINAL TRESPASS,other,18,F,B,N,Y,7212015,2000,1,0,1,0,1,0,1,0,0,0,0
2887,2015,76,Y,CRIMINAL TRESPASS,other,19,M,B,Y,Y,7212015,2000,1,1,1,1,0,0,1,0,0,0,0
2888,2015,76,Y,CRIMINAL TRESPASS,other,49,M,B,Y,N,8032015,1935,1,1,0,1,0,0,1,0,0,0,0
2889,2015,76,Y,CRIMINAL TRESPASS,other,23,M,Q,Y,N,8032015,1935,1,1,0,1,0,0,0,0,1,0,0
2890,2015,76,Y,CRIMINAL TRESPASS,other,22,F,Q,Y,N,8042015,2015,1,1,0,0,1,0,0,0,1,0,0
2894,2015,76,Y,CRIMINAL TRESPASS,other,18,F,W,Y,Y,9192015,2112,1,1,1,0,1,0,0,0,0,1,0
2895,2015,76,Y,CRIMINAL TRESPASS,other,17,M,P,Y,Y,9192015,2112,1,1,1,1,0,0,0,0,1,0,0
2928,2015,79,Y,CRIMINAL TRESPASS,other,19,M,B,Y,Y,1302015,1937,1,1,1,1,0,0,1,0,0,0,0
2941,2015,79,Y,CRIMINAL TRESPASS,other,45,M,B,N,Y,3012015,1436,1,0,1,1,0,0,1,0,0,0,0
2946,2015,79,Y,CRIMINAL TRESPASS,other,30,M,B,N,N,3172015,2115,1,0,0,1,0,0,1,0,0,0,0
2947,2015,79,Y,CRIMINAL TRESPASS,other,49,M,B,Y,Y,4082015,2320,1,1,1,1,0,0,1,0,0,0,0
2948,2015,79,Y,CRIMINAL TRESPASS,other,22,M,B,N,N,4262015,2155,1,0,0,1,0,0,1,0,0,0,0
2949,2015,79,Y,CRIMINAL TRESPASS,other,17,M,Q,N,N,4262015,2155,1,0,0,1,0,0,0,0,1,0,0
2963,2015,79,Y,CRIMINAL TRESPASS,other,26,M,B,N,N,6282015,2020,1,0,0,1,0,0,1,0,0,0,0
2965,2015,79,Y,CRIMINAL TRESPASS,other,36,M,B,Y,Y,8042015,703,1,1,1,1,0,0,1,0,0,0,0
3027,2015,83,Y,CRIMINAL TRESPASS,other,42,F,B,Y,Y,2272015,25,1,1,1,0,1,0,1,0,0,0,0
3028,2015,83,Y,CRIMINAL TRESPASS,other,21,M,Q,Y,Y,2272015,25,1,1,1,1,0,0,0,0,1,0,0
3031,2015,83,Y,CRIMINAL TRESPASS,other,16,F,Q,Y,N,3132015,1915,1,1,0,0,1,0,0,0,1,0,0
3035,2015,83,Y,CRIMINAL TRESPASS,other,20,M,B,Y,Y,4162015,1939,1,1,1,1,0,0,1,0,0,0,0
3052,2015,83,Y,CRIMINAL TRESPASS,other,40,F,B,Y,N,12142015,835,1,1,0,0,1,0,1,0,0,0,0
3053,2015,83,Y,CRIMINAL TRESPASS,other,29,F,Q,Y,N,12142015,835,1,1,0,0,1,0,0,0,1,0,0
3062,2015,84,Y,CRIMINAL TRESPASS,other,18,M,B,Y,Y,5032015,2040,1,1,1,1,0,0,1,0,0,0,0
3063,2015,84,Y,CRIMINAL TRESPASS,other,24,M,B,N,N,5032015,2040,1,0,0,1,0,0,1,0,0,0,0
3064,2015,84,Y,CRIMINAL TRESPASS,other,17,M,B,Y,Y,5032015,2040,1,1,1,1,0,0,1,0,0,0,0
3069,2015,84,Y,CRIMINAL TRESPASS,other,16,F,B,Y,Y,6192015,1935,1,1,1,0,1,0,1,0,0,0,0
3070,2015,84,Y,CRIMINAL TRESPASS,other,24,M,B,Y,Y,6192015,1935,1,1,1,1,0,0,1,0,0,0,0
3091,2015,88,Y,CRIMINAL TRESPASS,other,21,M,B,N,N,3102015,2145,1,0,0,1,0,0,1,0,0,0,0
3092,2015,88,Y,CRIMINAL TRESPASS,other,18,M,B,N,Y,3212015,55,1,0,1,1,0,0,1,0,0,0,0
3093,2015,88,Y,CRIMINAL TRESPASS,other,18,M,B,N,Y,3212015,55,1,0,1,1,0,0,1,0,0,0,0
3094,2015,88,Y,CRIMINAL TRESPASS,other,36,F,B,N,N,3222015,1850,1,0,0,0,1,0,1,0,0,0,0
3096,2015,88,Y,CRIMINAL TRESPASS,other,16,M,Q,N,Y,4062015,1927,1,0,1,1,0,0,0,0,1,0,0
3100,2015,88,Y,CRIMINAL TRESPASS,other,22,M,B,N,Y,4262015,1920,1,0,1,1,0,0,1,0,0,0,0
3105,2015,88,Y,CRIMINAL TRESPASS,other,22,M,B,N,N,8282015,1651,1,0,0,1,0,0,1,0,0,0,0
3107,2015,88,Y,CRIMINAL TRESPASS,other,21,M,U,N,N,10072015,1955,1,0,0,1,0,0,0,0,0,0,0
3141,2015,94,Y,CRIMINAL TRESPASS,other,48,M,Q,N,N,2192015,1625,1,0,0,1,0,0,0,0,1,0,0
3208,2015,102,Y,CRIMINAL TRESPASS,other,20,M,B,Y,Y,1122015,1300,1,1,1,1,0,0,1,0,0,0,0
3212,2015,102,Y,CRIMINAL TRESPASS,other,49,M,A,Y,Y,1142015,1450,1,1,1,1,0,1,0,0,0,0,0
3280,2015,104,Y,CRIMINAL TRESPASS,other,17,M,P,Y,N,5122015,1530,1,1,0,1,0,0,0,0,1,0,0
